title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Real Pinball","","Region Not Set","","Panasonic Interactive Media","Japan Dataworks","1994-01-01","","No","","","Real Pinball is the standard video game conversion of the actual machines with five different tables to choose from with the main goal being to gain as many points as possible by using the game controller to control the flippers of the machine. The game features realistic graphics made to resemble an actual machine."
"Return Fire","","Region Not Set","","Prolific Publishing, Inc.","Silent Software","1995-01-01","","No","Action","","Return Fire is the spiritual successor to Fire Power and it fits in both the strategy and action genres. You can take control of one of 4 vehicles, a jeep, helicopter, tank and a missile launching vehicle (but actually called The Armoured Support Vehicle (ASV).

There are are two ways to win, the easier one would be to capture the enemy's flag by bringing it to your bunker with the frail Jeep. This is the main objective. The other way to win is to destroy your enemy, a secondary objective."
"Return Fire Maps O' Death","","Region Not Set","","","","1995-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Rise of the Robots","","Region Not Set","","Absolute Entertainment","Mirage","1995-01-01","2","No","Fighting","","A revolution in combat games - featuring a unique combat intelligence system that adapts to and learns your style of play! The first game with film-quality, controllable 3D graphics. Robot attack routines choreographed by a martial arts expert. Witness the first ever morphing character to appear in a computer game! Awesome cinematic link sequences."
"Road Rash","","NTSC","United States of America","EA Games","Monkey Do Productions","1994-01-01","1","No","Action | Racing","Not Rated","This is a remake of the original Road Rash from the early nineties. For those who have not played the original, you are competing against thirteen other ""Road Rashers"" who will stop at nothing to win 1st, 2nd, or 3rd place. During the race, you have two options available to you: you can either do your best to cross the finish line, or use your weapon to bring the Rashers to the ground if they are giving you trouble. If you do the latter, your opponents will do the same to you during the next race that takes place. 

There are five circuits to race: The City, The Peninsula, Pacific Highway, Sierra Nevada, and Napa Valley. Some of these circuits are dangerous. As well as the obstacles and traffic that you encounter along the way, there are also cops driving on bikes who will arrest you if you happen to crash or stop your bike near them, and you have to pay a fine in order to get in any more races. Your bike will be wrecked if you crash too many times, and you have to pay for damages, but the amount you have to pay depends on the bike that you are riding. Once you have completed the first five circuits, you have to race them again another four times - but at a much more difficult level. Manage to win all five circuits on all levels, and you win the Road Rash cup.

There are about five bikes to choose from, which are divided into three groups. Rat, Sport, and Super. You start the first level with a Rat bike, but as you proceed through the levels, it is important to pick bikes from a different bike class.

If you have no plans to win the Road Rash cup, you can choose the game's Thrash mode. The difference between this and the other mode is that there is no money involved (ie: you are not allowed to buy bikes), and you are competing against fourteen opponents. And if you wreck your bike or you get busted, you have to start all over again. Regardless of the mode you pick, you will always start in the last place.

The remake also contains FMV movies that usually depict the outcome of the races, as well as limited songs performed by various recording artists, including Soundgarden, Therapy?, Monster Magnet, and Swervedriver. These songs can be changed on-the-fly via the game's options menu."
"Road Rash (JP)","","NTSC-J","Japan","Electronic Arts","Buzz Puppet | 																Monkey Do Productions","1970-01-01","1","No","Action | Racing","Not Rated","No overview is currently available for this title, please feel free to add one."
"Robinson's Requiem","","Region Not Set","","ReadySoft Incorporated","Silmarils","1996-01-01","","No","Adventure | Role-Playing","","You play one of these Robinsons who gets stranded on a mysterious alien planet on which a telepathic woman is also stranded. As it turns out she knows a way to get off the planet, but she needs your help to escape.

Gameplay consists of first person roleplaying with the emphasis placed on character modeling and survival. Take a dip when it's cold and you'll sure catch the flu, don't treat an infected injury and amputation is on the way, etc. You must fashion your own tools from whatever you can find on the planet and the game uses pre-rendered sprites over voxel technology terrain for graphics."
"Royal Pro Wrestling: Jikkyou Live!!","ロイヤルプロレスリング 実況ライブ！！","NTSC-J","","Natsume","Natsume","1996-02-26","2","No","Fighting | Sports","Not Rated","With over 30 pro wrestlers available to choose, Natsume brings the most action packed wrestling experience ever to the 3DO with Royal Pro Wrestling!"
"Sample This!","","Region Not Set","","","","1994-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Samurai Shodown","","Region Not Set","","Crystal Dynamics, Inc.","SNK","1993-01-01","","No","Action | Fighting","T - Teen","In early Japan, a man named Shiro Tokisada Amakusa preaches a heretic religion. Little does anyone know that Amakusa is really a servant of the evil Ambrosia, who took over Amakusa's body. Ambrosia wishes to shroud the world in darkness. Now, choose between 12 warriors (and 3 bonus characters) to fight for the honor of destroying Amakusa, and fulfilling a mission."
"Scramble Cobra","","Region Not Set","","Panasonic Interactive Media","Genki","1995-01-01","","No","","E - Everyone","Scramble Cobra is a 3-D helicopter action game, where the player takes command of a Cobra helicopter gunship, flying through various battlefields, using their Vulcan machine guns and hydra rockets to destroy enemy tanks, helicopters and other assorted units.

There are ten missions in all to play through. The player has to complete each mission in an allotted amount of time. The missions mainly consist of search and destroy objectives. It also has live-action videos to tell the story and is played from the view of the helicopters cockpit."
"Seal of the Pharaoh","","Region Not Set","","","","1994-06-25","1","No","Role-Playing","Not Rated","No overview is currently available for this title, please feel free to add one."
"Sesame Street Numbers","","Region Not Set","","","","1994-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Sewer Shark","","Region Not Set","","Sony","Digital Pictures","1994-01-01","","No","Shooter","","Sewer Shark is an FMV-based shooter, and one of the first games released for the Sega CD. You move a crosshair around the screen and shoot targets. Occasionally, you can also choose to change directions at fixed points.

Of course the real attraction in a game like this is the story. In the future, maybe in the year 2000, people will be forced to move underground and live in tunnels. Unfortunately, these tunnels are infested with mutated rat / alligator creatures known as ""ratigators."" You are pilot of a Sewer Shark, a craft designed to navigate the Sewers and rid them of ratigators. It's a dangerous job, but if you clear out enough vermin you can win a one-way trip to Solar City and sunny beaches."
"Sex","","Region Not Set","","Vivid Interactive","Vivid Interactive","1994-05-25","1","No","Adventure","","How do office politics and sex mix? Let Nikki Dial, P.J. Sparxx, and Crystal Wilder show you how they got ahead in a man's world."
"Shadow: War of Succession","","Region Not Set","","3DO","Tribeca Interactive","1994-01-01","2","No","Fighting","","The leader of S.H.A.D.O.W., the world's largest criminal organization, has just been brutally murdered. From around his vast criminal empire they have come to do battle, seven of the Shadow King's best lieutenants. To the winner will go the ultimate prize: the right to be named the next Shadow King. To the losers, there is only death. SHADOW: War of Succession is a fast-paced fighting game that features live, full-sized, digitized actors. The characters possess their own distinct special moves and weapons. This game uses photo-realistic 3D rendered backgrounds. Full cinematic scenes and hundreds of digitized sound effects and real voices intensify the furious fighting action!"
"Shanghai: Triple-Threat","","Region Not Set","","Activision","Activision","1994-01-01","","No","Puzzle","","Another version of the ancient game of Mah-Jong. The player is presented with an arrangement of tiles, lined up together and stacked, with either 2 or 4 of each of an array of patterns. These must be removed by matching pairs, but only tiles which are visible and have a space to the left or right can be removed.

This release in the Activision's Shanghai series includes three games along with the Classic Shanghai. In The Great Wall, the tiles are stacked vertically, and fall when lower tiles are removed, a lá Tetris. In Beijing, gaps are created to slide groups of tiles along. The Golden Tile sees two players attempt to clear a set layout at once. The Triple-theme continues with three game modes: Solitaire, 2-player ""Pandamonium"", and Arcade. Three themed tile sets complete the ""Triple Threat""."
"Shelly Duvall's It's A Bird's Life","","Region Not Set","","","","1994-05-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Shock Wave","","NTSC-U","","Electronic Arts","Electronic Arts","1994-06-27","1","No","Shooter","Not Rated","The year is 2019 and the alien invasion is here. In a surprise attack, the aliens decimate Earth's military forces. Mankind's only hope is the surviving orbital space carrier Omaha and its squadron of F-177 pilots. As the young and unexperienced member of the squadron, it is your job to drive the aliens from the planet.

From the cockpit of your F-177 fighter, you can destroy the aliens who attack in vehicles like large walkers or quick and small aircraft. Use your lasers or missiles, but watch your ammunition and fuel and refill them from a supply depot if needed. The ten missions take you all over the globe, from Cairo to Los Angeles to the Congo. Between missions, live-action cutscenes continue the story."
"Shock Wave 2: Beyond the Gate","","Region Not Set","","Electronic Arts","Electronic Arts","1995-01-01","","No","","E - Everyone","It has been twenty years since the invading aliens have been driven back through the jumpgate. On a planet close to the dormant gate, an alien artifact is found. When unknown aliens steal the artifact, privateer Captain Flint of the spaceship Cortez and his crew follow their ship through the jumpgate, which leaves them stranded in an unknown star system. To find their way back, they have to find the artifact and the aliens.

You take control of Flint. Aboard the Cortez, you can receive messages from your crew members, scan the planets in the system for possible mission sites and select suitable weapons and equipment for the next mission. Three different craft are available for the missions: a fighter, a hovercraft and a stationary turret used to give cover to your crew mates when they are on a mission.

After completed missions, the wreckage from destroyed aliens is analyzed and used to produce better weapons and equipment. The storyline will take you through six different systems, each with a variety of missions to complete. Live-action cut-scenes continue the story."
"Shock Wave: Operation JumpGate","","NTSC-U","","Electronic Arts","Electronic Arts","1995-01-01","1","No","Shooter","Not Rated","It has been 7 years since the alien attack on Earth has been repelled. Now, signs of the aliens have been detected within the solar system. It's again up to you to lead the assault before the aliens launch their second wave.

This add-on to Shock Wave takes you to places in the solar system like Mars, the moons of Jupiter and Saturn and the asteroid belt in 5 new missions that feature new enemies. The story is again told through live-action cutscenes."
"Sid Meier's C.P.U. Bach","","Region Not Set","","","","1994-01-01","1","No","Music","Not Rated","No overview is currently available for this title, please feel free to add one."
"Slam 'N Jam '95","","NTSC","","Crystal Dynamics, Inc.","Left Field Productions","1995-01-01","1","No","Sports","Not Rated","Slam 'N Jam '95 is a game similar in style to the arcade game Run & Gun and NBA Jam, with a five-on-five team game in a 3-D style perspective. The gameplay is geared towards more of an arcade feel rather than simulation and does not feature any NBA license but resembles actual teams and modeled after top players of the time.

It also features the obligatory modes such as Exhibition, Playoffs and Season and the ability to let friends go head-to-head. Then CNN sportscaster Van Earl Wright lends his voice talents to the game for in game commentary."
"Slopestyle","","Region Not Set","","","","1994-04-04","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Snow Job","","Region Not Set","","The 3DO Company","Studio 3DO","1995-01-01","","No","","","Murder. Drugs. Sex. Gangs. Guns. Welcome to the Big Apple. Your name is Jock LaMonte, a retired New York Cop. You are living peacefully in New Mexico when you find out your ex girlfriend, Lara Calabreze, assistant DA of the city, is on the hit list on a notorious mob boss who goes only by the name Snow Man. It is up to you to use your wits, guts, and charm to save Lara and put away the evil of New York City.

Snow Job is a point-and-click adventure and is played in the first-person, with the ability to see 360 degrees in a photorealistic world with FMV video. You must solve puzzles, converse with many characters, and fight your way through mini games. Gameplay consists of three screens, one to explore the environment in different directions from a fixed position, an inventory and also a map where new locations appear."
"Soccer Kid","","Region Not Set","","Studio 3DO","","1994-05-02","","No","","E - Everyone","Aliens attempting to steal the World Cup have crashed as they tried to flee, and the Cup has been broken, its pieces scattered around the globe. As Soccer Kid, you must retrieve it. During your journey you will visit Britain, Italy, Russia, Japan, and finally the States.

Soccer Kid is a platform game with some unique elements. As the name implies, you have to kill your enemies with your ball. Football-style tricks of keeping the ball in the air and under control are especially useful - headers and overhead kicks can be played with practice. You gain access to the pieces by collecting 11 Player Cards across each world."
"Space Ace","","Region Not Set","","ReadySoft Incorporated","ReadySoft Incorporated","1995-01-01","","No","Adventure","","Following the successful gameplay of Dragon's Lair, Don Bluth released this second conversion of his Laserdisc games series.

You're playing Dexter, a guy fighting the evil madman Borf who has kidnapped your girlfriend Kimberly and is now threatening the world with his dreaded weapon, the ""Infanto Ray"" which turns adults into small children.

The game plays like a comic strip - visuals are similar to many cartoon movies. In each scene you only have to decide which direction of the keyboard has to be hit in order to avoid one of the countless death screens and to advance to the next screen..."
"Space Hulk: Vengeance of the Blood Angels","Space Hulk 2","Region Not Set","","Electronic Arts","Key Game","1996-01-01","","No","","T - Teen","Space Hulk: Vengeance of the Blood Angels is a mix of a First-Person-Shooter and a tactical fighting game. It is placed in the Warhammer 40k background of the Games Workshop table top games. It is the successor of the PC game Space Hulk from 1993 and it tells of the fight between the imperial Terminator Chapters and the Tyranid Gene Stealers.

You control up to ten Terminators. You give them orders in a tactical screen and/or take over one of them and then move in a 3D environment and fight the Gene Stealers just as in a First- Person-Shooter. So the game includes tactical planning and fighting in a good balance."
"Space Pirates","","Region Not Set","","American Laser Games, Inc.","American Laser Games, Inc.","1994-01-01","","No","Action","","Another in the series of slugfest games by American Laser Games is Space Pirates. While it resembles The Last Bounty Hunter and Drug Wars, it is science-fiction oriented and presents a space theme."
"Space Shuttle","","Region Not Set","","","","1994-01-01","1","No","Shooter","Not Rated","No overview is currently available for this title, please feel free to add one."
"Star Control II","","Region Not Set","","Crystal Dynamics, Inc.","Toys for Bob","1993-10-28","1","No","Adventure | Strategy","","Overthrow the Ur-Quan masters! Prepare yourself for an epic adventure that spans the extremes of space. Struggle to liberate Earth from alien imperialism. Star Control II is now enhanced with CD quality music, voice and sound effects! Stunning 3D full motion animations created on Silicon Graphics workstations. Trade insults with 18 alien races as you wheel and deal your way through space. Explore over 3,000 planets in 500 different star systems. Customize your flagship into the ultimate battleship!"
"Star Fighter","","Region Not Set","","Studio 3DO","The World Federation Entertainments Network","1996-01-01","","No","","","3037. FedNet is now in control of the federation, and at an attempt to gain trust of the population following decades of corruption and warfare, the FedNet Space Corps were sent to the outermost planets to crush the small-time warlords still running the show there. After being ""convinced"" to join them in a tour of duty, he is assigned to an elite flight group with the only purpose of testing the most cutting edge technology.

A remake of the original game of the same title released a few years before for the Acorn Archimedes platform, Starfighter 3000 features more detailed graphics (now all surfaces are texture-mapped and a fogging filter reduces clipping). Featuring 15 levels in 4 worlds, the player controls the Predator Mark-IV, a fighter ship capable of space and atmospheric flight. However, other than the handy boost button, the player has no control over the throttle, (unless he uses a flight stick with thrust controls such as 3DO's CH Pro stick) and must keep moving at all times."
"Star Wars - Rebel Assault","","NTSC-U","","","","1995-01-01","1","No","Shooter","Not Rated","No overview is currently available for this title, please feel free to add one."
"Star Wars: Rebel Assault","","Region Not Set","","LucasArts Entertainment Company LLC","LucasArts Entertainment Company LLC","1995-01-01","","No","Action","","You play a Rebel space cadet and have various missions to complete: Flying starships, destroying Walkers, infiltrating an enemy base etc. All viewpoints and gameplay is through the use of motion video backdrops."
"StarBlade","","Region Not Set","","Panasonic Interactive Media","Namco","1995-01-01","","No","","","Sitting in the gunner position of a ""GeoSword"" fightercraft, you must shoot your way through the enemy armada and bring the fight to their base planet, Redeye. Altogether you'll have around 10 missions to get through before the galaxy is safe and your wingmen will help you along the way. And during those missions, you'll be expected to shoot out the sides of huge enemy battlecruisers, travel inside of enemy carriers and travel through the canyons of Redeye to deliver your payload.

The PlayStation and the 3DO versions offer the choice between an arcade mode and an enhanced mode. In the enhanced modes that flat polygons are remade in fully textured polygons and the black bars on the sides have been removed to turn the image into a fullscreen view."
"Stellar 7: Draxon's Revenge","","Region Not Set","","Dynamix, Inc.","Dynamix, Inc.","1993-04-02","1","No","Action","","Gir Draxon's back!! Two thousand years in the future, mankind fights against an ancient enemy. Gir Draxon, Overlord of the Arcturan Empire, has returned with a mysterious Warplink capable of funneling his Death Cruisers from distant worlds. You and a prototype heavy assault vehicle, code-named Raven, are all that stand between the Arcturan invasion fleet and the certain destruction of Terran command."
"Strahl","","Region Not Set","","Panasonic Interactive Media","Media Entertainment","1995-01-01","","No","Action","","In Strahl, the story takes place in a world where magic and monsters roam the land, terrorizing innocent villagers. The player takes control of a young warrior who sets out to root out the source of evil and bring peace and tranquility back to the land.

The gameplay is the same as Space Ace, Dragon's Lair and Time Gal where the player presses buttons at a certain time to either avoid obstacles or fight enemies in order to advance to the next screen. As the game progresses, the changes in the world are shown throughout the game depending on the actions of the player."
"Striker: World Cup Special","","Region Not Set","","","","1995-01-01","","No","Sports","","World Cup Tournament action with teams from 24 countries. You can do pass, trap, sliding tackle and more as a player. Six parameters for each player give them realistic character."
"Super Street Fighter II Turbo","","Region Not Set","","Matsushita Electric Industrial Co., Ltd.","Capcom","1994-05-18","1","No","Fighting","","Experience the ultimate arcade action in your home. Super Move! If you're not addicted to Super Move after playing Super Street Fighter 2 Turbo, you will definitely not be excited by whatever game you play! By using the regular special moves, charge up the Super Move gauge. Input the Super Move Command, then let it soar! Experience the ultimate power!"
"Super Street Fighter II X Grand Master Challenge","","Other","","Capcom","Capcom","1994-11-18","2","No","Fighting | Unofficial","T - Teen","Fighting game ported from the classic and wildly popular ""Street Fighter 2"" franchise. Choose from a variety of characters and use their fighting skills to beat opponents and become the world champion fighter.Advantages over the original Street Fighter 2 include faster fighting speed, 4 new characters, new locations, and more balanced/streamlined moves for the original characters."
"Super Wing Commander","","Region Not Set","","EA Games","Origin Systems","1994-01-01","","No","Flight Simulator","","Super Wing Commander is a remake of the first Wing Commander with new graphics and sound.

As in the original game, the player takes control of a young pilot on the carrier TCS Tiger's Claw to fly missions in the war against the Kilrathi.

The game includes the Vega campaign from the original game and the first Secret Missions add-on campaign. Secret Missions 2 is replaced with a new campaign in which the Tiger's Claw must find and destroy the base where the Sivar dreadnought from Secret Missions 1 was developed.

The look of the original game has been completely redesigned, with ships and people looking completely different from the original. All dialogue is now heard through digitized speech."
"SuperModels Go Wild","","Region Not Set","","Vivid Interactive","Vivid Interactive","1994-01-01","1","No","Utility","AO - Adult Only 18+","No overview is currently available for this title, please feel free to add one."
